,Departamento,Anio,Concepto,Cantidad
4274,Huila,2020,Salas de quirófanos,20
4275,Huila,2020,Mesas de partos,43
4276,Huila,2020,Número de unidades de odontología,164
4277,La Guajira,2020,Camas de hospitalización,377
4278,La Guajira,2020,Camas de observación,173
4279,La Guajira,2020,Consultorios de consulta externa,146
4280,La Guajira,2020,Consultorios en el servicio de urgencias,30
4281,La Guajira,2020,Salas de quirófanos,9
4282,La Guajira,2020,Mesas de partos,22
4283,La Guajira,2020,Número de unidades de odontología,39
4284,Magdalena,2020,Camas de hospitalización,792
4285,Magdalena,2020,Camas de observación,315
4286,Magdalena,2020,Consultorios de consulta externa,326
4287,Magdalena,2020,Consultorios en el servicio de urgencias,64
4288,Magdalena,2020,Salas de quirófanos,18
4289,Magdalena,2020,Mesas de partos,61
4290,Magdalena,2020,Número de unidades de odontología,127
4291,Meta,2020,Camas de hospitalización,749
4292,Meta,2020,Camas de observación,275
4293,Meta,2020,Consultorios de consulta externa,294
4294,Meta,2020,Consultorios en el servicio de urgencias,61
4295,Meta,2020,Salas de quirófanos,11
4296,Meta,2020,Mesas de partos,37
4297,Meta,2020,Número de unidades de odontología,82
4298,Nariño,2020,Camas de hospitalización,809
4299,Nariño,2020,Camas de observación,635
4300,Nariño,2020,Consultorios de consulta externa,474
4301,Nariño,2020,Consultorios en el servicio de urgencias,98
4302,Nariño,2020,Salas de quirófanos,20
4303,Nariño,2020,Mesas de partos,71
4304,Nariño,2020,Número de unidades de odontología,216
4305,Norte de Santander,2020,Camas de hospitalización,881
4306,Norte de Santander,2020,Camas de observación,335
4307,Norte de Santander,2020,Consultorios de consulta externa,339
4308,Norte de Santander,2020,Consultorios en el servicio de urgencias,88
4309,Norte de Santander,2020,Salas de quirófanos,12
4310,Norte de Santander,2020,Mesas de partos,62
4311,Norte de Santander,2020,Número de unidades de odontología,123
4312,Putumayo,2020,Camas de hospitalización,331
4313,Putumayo,2020,Camas de observación,119
4314,Putumayo,2020,Consultorios de consulta externa,97
4315,Putumayo,2020,Consultorios en el servicio de urgencias,22
4316,Putumayo,2020,Salas de quirófanos,8
4317,Putumayo,2020,Mesas de partos,10
4318,Putumayo,2020,Número de unidades de odontología,35
4319,Quindío,2020,Camas de hospitalización,459
4320,Quindío,2020,Camas de observación,109
4321,Quindío,2020,Consultorios de consulta externa,173
4322,Quindío,2020,Consultorios en el servicio de urgencias,35
4323,Quindío,2020,Salas de quirófanos,7
4324,Quindío,2020,Mesas de partos,12
4325,Quindío,2020,Número de unidades de odontología,59
4326,Risaralda,2020,Camas de hospitalización,707
4327,Risaralda,2020,Camas de observación,239
4328,Risaralda,2020,Consultorios de consulta externa,318
4329,Risaralda,2020,Consultorios en el servicio de urgencias,43
4330,Risaralda,2020,Salas de quirófanos,12
4331,Risaralda,2020,Mesas de partos,16
4332,Risaralda,2020,Número de unidades de odontología,96
4333,Santander,2020,Camas de hospitalización,1.699
4334,Santander,2020,Camas de observación,413
4335,Santander,2020,Consultorios de consulta externa,503
4336,Santander,2020,Consultorios en el servicio de urgencias,130
4337,Santander,2020,Salas de quirófanos,28
4338,Santander,2020,Mesas de partos,95
4339,Santander,2020,Número de unidades de odontología,176
4340,Sucre,2020,Camas de hospitalización,586
4341,Sucre,2020,Camas de observación,239
4342,Sucre,2020,Consultorios de consulta externa,184
4343,Sucre,2020,Consultorios en el servicio de urgencias,43
4344,Sucre,2020,Salas de quirófanos,7
4345,Sucre,2020,Mesas de partos,35
4346,Sucre,2020,Número de unidades de odontología,62
4347,Tolima,2020,Camas de hospitalización,1.151
4348,Tolima,2020,Camas de observación,368
4349,Tolima,2020,Consultorios de consulta externa,317
4350,Tolima,2020,Consultorios en el servicio de urgencias,90
4351,Tolima,2020,Salas de quirófanos,27
4352,Tolima,2020,Mesas de partos,55
4353,Tolima,2020,Número de unidades de odontología,109
4354,Valle del Cauca,2020,Camas de hospitalización,2.113
4355,Valle del Cauca,2020,Camas de observación,684
4356,Valle del Cauca,2020,Consultorios de consulta externa,1.241
4357,Valle del Cauca,2020,Consultorios en el servicio de urgencias,147
4358,Valle del Cauca,2020,Salas de quirófanos,47
4359,Valle del Cauca,2020,Mesas de partos,59
4360,Valle del Cauca,2020,Número de unidades de odontología,390
4361,Vaupés,2020,Camas de hospitalización,45
4362,Vaupés,2020,Camas de observación,6
4363,Vaupés,2020,Consultorios de consulta externa,8
4364,Vaupés,2020,Consultorios en el servicio de urgencias,3
4365,Vaupés,2020,Salas de quirófanos,1
4366,Vaupés,2020,Mesas de partos,3
4367,Vaupés,2020,Número de unidades de odontología,5
4368,Vichada,2020,Camas de hospitalización,77
4369,Vichada,2020,Camas de observación,6
4370,Vichada,2020,Consultorios de consulta externa,17
4371,Vichada,2020,Consultorios en el servicio de urgencias,5
4372,Vichada,2020,Salas de quirófanos,2
4373,Vichada,2020,Mesas de partos,5
4374,Vichada,2020,Número de unidades de odontología,8
4375,Nacional,2021,Camas de hospitalización,27.717
4376,Nacional,2021,Camas de observación,10.006
4377,Nacional,2021,Consultorios de consulta externa,12.653
4378,Nacional,2021,Consultorios en el servicio de urgencias,2.053
4379,Nacional,2021,Salas de quirófanos,543
4380,Nacional,2021,Mesas de partos,1.122
4381,Nacional,2021,Número de unidades de odontología,3.802
4382,Amazonas,2021,Camas de hospitalización,34
4383,Amazonas,2021,Camas de observación,41
4384,Amazonas,2021,Consultorios de consulta externa,16
4385,Amazonas,2021,Consultorios en el servicio de urgencias,2
4386,Amazonas,2021,Salas de quirófanos,2
4387,Amazonas,2021,Mesas de partos,15
4388,Amazonas,2021,Número de unidades de odontología,3
4389,Antioquia,2021,Camas de hospitalización,3.516
4390,Antioquia,2021,Camas de observación,1.102
4391,Antioquia,2021,Consultorios de consulta externa,1.386
4392,Antioquia,2021,Consultorios en el servicio de urgencias,225
4393,Antioquia,2021,Salas de quirófanos,62
4394,Antioquia,2021,Mesas de partos,137
4395,Antioquia,2021,Número de unidades de odontología,500
4396,Arauca,2021,Camas de hospitalización,260
4397,Arauca,2021,Camas de observación,112
4398,Arauca,2021,Consultorios de consulta externa,153
4399,Arauca,2021,Consultorios en el servicio de urgencias,22
4400,Arauca,2021,Salas de quirófanos,13
4401,Arauca,2021,Mesas de partos,9
4402,Arauca,2021,Número de unidades de odontología,29
4403,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Camas de hospitalización,113
4404,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Camas de observación,49
4405,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Consultorios de consulta externa,29
4406,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Consultorios en el servicio de urgencias,8
4407,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Salas de quirófanos,3
4408,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Mesas de partos,1
4409,"Archipiélago de San Andrés, Providencia y Santa Catalina",2021,Número de unidades de odontología,4
4410,Atlántico,2021,Camas de hospitalización,440
4411,Atlántico,2021,Camas de observación,197
4412,Atlántico,2021,Consultorios de consulta externa,214
4413,Atlántico,2021,Consultorios en el servicio de urgencias,46
4414,Atlántico,2021,Salas de quirófanos,6
4415,Atlántico,2021,Mesas de partos,27
4416,Atlántico,2021,Número de unidades de odontología,83
4417,"Bogotá, D.C.",2021,Camas de hospitalización,3.022
4418,"Bogotá, D.C.",2021,Camas de observación,726
4419,"Bogotá, D.C.",2021,Consultorios de consulta externa,907
4420,"Bogotá, D.C.",2021,Consultorios en el servicio de urgencias,93
4421,"Bogotá, D.C.",2021,Salas de quirófanos,68
4422,"Bogotá, D.C.",2021,Mesas de partos,13
4423,"Bogotá, D.C.",2021,Número de unidades de odontología,207
4424,Bolívar,2021,Camas de hospitalización,1.056
4425,Bolívar,2021,Camas de observación,452
4426,Bolívar,2021,Consultorios de consulta externa,541
4427,Bolívar,2021,Consultorios en el servicio de urgencias,110
4428,Bolívar,2021,Salas de quirófanos,21
4429,Bolívar,2021,Mesas de partos,49
4430,Bolívar,2021,Número de unidades de odontología,153
4431,Boyacá,2021,Camas de hospitalización,1.231
4432,Boyacá,2021,Camas de observación,275
4433,Boyacá,2021,Consultorios de consulta externa,828
4434,Boyacá,2021,Consultorios en el servicio de urgencias,73
4435,Boyacá,2021,Salas de quirófanos,23
4436,Boyacá,2021,Mesas de partos,34
4437,Boyacá,2021,Número de unidades de odontología,279
4438,Caldas,2021,Camas de hospitalización,700
4439,Caldas,2021,Camas de observación,261
4440,Caldas,2021,Consultorios de consulta externa,319
4441,Caldas,2021,Consultorios en el servicio de urgencias,61
4442,Caldas,2021,Salas de quirófanos,12
4443,Caldas,2021,Mesas de partos,35
4444,Caldas,2021,Número de unidades de odontología,113
4445,Caquetá,2021,Camas de hospitalización,370
4446,Caquetá,2021,Camas de observación,150
4447,Caquetá,2021,Consultorios de consulta externa,96
4448,Caquetá,2021,Consultorios en el servicio de urgencias,23
4449,Caquetá,2021,Salas de quirófanos,4
4450,Caquetá,2021,Mesas de partos,18
4451,Caquetá,2021,Número de unidades de odontología,46
4452,Casanare,2021,Camas de hospitalización,394
4453,Casanare,2021,Camas de observación,139
4454,Casanare,2021,Consultorios de consulta externa,179
4455,Casanare,2021,Consultorios en el servicio de urgencias,36
4456,Casanare,2021,Salas de quirófanos,6
4457,Casanare,2021,Mesas de partos,23
4458,Casanare,2021,Número de unidades de odontología,45
4459,Cauca,2021,Camas de hospitalización,998
4460,Cauca,2021,Camas de observación,386
4461,Cauca,2021,Consultorios de consulta externa,270
4462,Cauca,2021,Consultorios en el servicio de urgencias,80
4463,Cauca,2021,Salas de quirófanos,19
4464,Cauca,2021,Mesas de partos,46
4465,Cauca,2021,Número de unidades de odontología,204
4466,Cesar,2021,Camas de hospitalización,703
4467,Cesar,2021,Camas de observación,322
4468,Cesar,2021,Consultorios de consulta externa,387
4469,Cesar,2021,Consultorios en el servicio de urgencias,66
4470,Cesar,2021,Salas de quirófanos,13
4471,Cesar,2021,Mesas de partos,34
4472,Cesar,2021,Número de unidades de odontología,97
4473,Chocó,2021,Camas de hospitalización,322
4474,Chocó,2021,Camas de observación,165
4475,Chocó,2021,Consultorios de consulta externa,79
4476,Chocó,2021,Consultorios en el servicio de urgencias,36
4477,Chocó,2021,Salas de quirófanos,3
4478,Chocó,2021,Mesas de partos,33
4479,Chocó,2021,Número de unidades de odontología,36
4480,Córdoba,2021,Camas de hospitalización,756
4481,Córdoba,2021,Camas de observación,489
4482,Córdoba,2021,Consultorios de consulta externa,608
4483,Córdoba,2021,Consultorios en el servicio de urgencias,89
4484,Córdoba,2021,Salas de quirófanos,13
4485,Córdoba,2021,Mesas de partos,43
4486,Córdoba,2021,Número de unidades de odontología,148
4487,Cundinamarca,2021,Camas de hospitalización,1.541
4488,Cundinamarca,2021,Camas de observación,560
4489,Cundinamarca,2021,Consultorios de consulta externa,1.072
4490,Cundinamarca,2021,Consultorios en el servicio de urgencias,128
4491,Cundinamarca,2021,Salas de quirófanos,50
4492,Cundinamarca,2021,Mesas de partos,46
4493,Cundinamarca,2021,Número de unidades de odontología,237
4494,Guainía,2021,Camas de hospitalización,27
4495,Guainía,2021,Camas de observación,10
4496,Guainía,2021,Consultorios de consulta externa,8
4497,Guainía,2021,Consultorios en el servicio de urgencias,1
4498,Guainía,2021,Salas de quirófanos,1
4499,Guainía,2021,Mesas de partos,1
4500,Guainía,2021,Número de unidades de odontología,4
4501,Guaviare,2021,Camas de hospitalización,116
4502,Guaviare,2021,Camas de observación,9
4503,Guaviare,2021,Consultorios de consulta externa,40
4504,Guaviare,2021,Consultorios en el servicio de urgencias,6
4505,Guaviare,2021,Salas de quirófanos,2
4506,Guaviare,2021,Mesas de partos,4
4507,Guaviare,2021,Número de unidades de odontología,11
4508,Huila,2021,Camas de hospitalización,1.045
4509,Huila,2021,Camas de observación,452
4510,Huila,2021,Consultorios de consulta externa,353
4511,Huila,2021,Consultorios en el servicio de urgencias,93
4512,Huila,2021,Salas de quirófanos,20
4513,Huila,2021,Mesas de partos,43
4514,Huila,2021,Número de unidades de odontología,135
4515,La Guajira,2021,Camas de hospitalización,375
4516,La Guajira,2021,Camas de observación,165
4517,La Guajira,2021,Consultorios de consulta externa,192
4518,La Guajira,2021,Consultorios en el servicio de urgencias,28
4519,La Guajira,2021,Salas de quirófanos,7
4520,La Guajira,2021,Mesas de partos,19
4521,La Guajira,2021,Número de unidades de odontología,39
4522,Magdalena,2021,Camas de hospitalización,829
4523,Magdalena,2021,Camas de observación,321
4524,Magdalena,2021,Consultorios de consulta externa,368
4525,Magdalena,2021,Consultorios en el servicio de urgencias,63
4526,Magdalena,2021,Salas de quirófanos,18
4527,Magdalena,2021,Mesas de partos,60
4528,Magdalena,2021,Número de unidades de odontología,122
4529,Meta,2021,Camas de hospitalización,710
4530,Meta,2021,Camas de observación,257
4531,Meta,2021,Consultorios de consulta externa,314
4532,Meta,2021,Consultorios en el servicio de urgencias,62
4533,Meta,2021,Salas de quirófanos,8
4534,Meta,2021,Mesas de partos,36
4535,Meta,2021,Número de unidades de odontología,86
4536,Nariño,2021,Camas de hospitalización,837
4537,Nariño,2021,Camas de observación,640
4538,Nariño,2021,Consultorios de consulta externa,504
4539,Nariño,2021,Consultorios en el servicio de urgencias,102
4540,Nariño,2021,Salas de quirófanos,19
4541,Nariño,2021,Mesas de partos,68
4542,Nariño,2021,Número de unidades de odontología,202
4543,Norte de Santander,2021,Camas de hospitalización,915
4544,Norte de Santander,2021,Camas de observación,411
4545,Norte de Santander,2021,Consultorios de consulta externa,657
4546,Norte de Santander,2021,Consultorios en el servicio de urgencias,89
4547,Norte de Santander,2021,Salas de quirófanos,12
4548,Norte de Santander,2021,Mesas de partos,48
4549,Norte de Santander,2021,Número de unidades de odontología,117
4550,Putumayo,2021,Camas de hospitalización,348
4551,Putumayo,2021,Camas de observación,141
4552,Putumayo,2021,Consultorios de consulta externa,95
4553,Putumayo,2021,Consultorios en el servicio de urgencias,23
4554,Putumayo,2021,Salas de quirófanos,9
4555,Putumayo,2021,Mesas de partos,9
4556,Putumayo,2021,Número de unidades de odontología,37
4557,Quindío,2021,Camas de hospitalización,598
4558,Quindío,2021,Camas de observación,100
4559,Quindío,2021,Consultorios de consulta externa,165
4560,Quindío,2021,Consultorios en el servicio de urgencias,29
4561,Quindío,2021,Salas de quirófanos,6
4562,Quindío,2021,Mesas de partos,10
4563,Quindío,2021,Número de unidades de odontología,56
4564,Risaralda,2021,Camas de hospitalización,737
4565,Risaralda,2021,Camas de observación,238
4566,Risaralda,2021,Consultorios de consulta externa,358
4567,Risaralda,2021,Consultorios en el servicio de urgencias,44
4568,Risaralda,2021,Salas de quirófanos,12
4569,Risaralda,2021,Mesas de partos,16
4570,Risaralda,2021,Número de unidades de odontología,89
4571,Santander,2021,Camas de hospitalización,1.706
4572,Santander,2021,Camas de observación,557
4573,Santander,2021,Consultorios de consulta externa,636
4574,Santander,2021,Consultorios en el servicio de urgencias,126
4575,Santander,2021,Salas de quirófanos,29
4576,Santander,2021,Mesas de partos,92
4577,Santander,2021,Número de unidades de odontología,172
4578,Sucre,2021,Camas de hospitalización,550
4579,Sucre,2021,Camas de observación,236
4580,Sucre,2021,Consultorios de consulta externa,208
4581,Sucre,2021,Consultorios en el servicio de urgencias,44
4582,Sucre,2021,Salas de quirófanos,7
4583,Sucre,2021,Mesas de partos,33
4584,Sucre,2021,Número de unidades de odontología,61
4585,Tolima,2021,Camas de hospitalización,1.251
4586,Tolima,2021,Camas de observación,401
4587,Tolima,2021,Consultorios de consulta externa,316
4588,Tolima,2021,Consultorios en el servicio de urgencias,91
